transect,pointID,year,month,day,date,day.of.year,start_time,species_code,species_common_name,TTFD,abundance3.3,abundance6.6,abundance10,vocalization,comments,latitude,longitude,elevation,ecoregion,temperature,sky,wind,sound.quality,observer,observer_code,observer_id,transcriber.comments,transcription.method,max.species.individuals,survey_duration
Majestic,Majestic10,2019,7,8,7/8/2019,189,8:59:00 AM,AMPI,American Pipit,2.25,1,0,0,Calling,NA,52.739,-118.236,2249,Alpine,6.6,overcast,0.8,Poor,Steve Ogle,SO,30,NA,0-3.33-6.66-10min,999,10
Majestic,Majestic10,2019,7,8,7/8/2019,189,8:59:00 AM,GCSP,Golden-crowned Sparrow,0.02,3,3,3,Singing,NA,52.739,-118.236,2249,Alpine,6.6,overcast,0.8,Poor,Steve Ogle,SO,30,NA,0-3.33-6.66-10min,999,10
Majestic,Majestic10,2019,7,8,7/8/2019,189,8:59:00 AM,WCSP,White-crowned Sparrow,2.21,1,1,1,Singing,NA,52.739,-118.236,2249,Alpine,6.6,overcast,0.8,Poor,Steve Ogle,SO,30,NA,0-3.33-6.66-10min,999,10
Majestic,Majestic10,2019,7,8,7/8/2019,189,8:59:00 AM,HOLA,Horned Lark,3.32,0,1,0,Singing,NA,52.739,-118.236,2249,Alpine,6.6,overcast,0.8,Poor,Steve Ogle,SO,30,NA,0-3.33-6.66-10min,999,10
Majestic,Majestic10,2019,7,8,7/8/2019,189,8:59:00 AM,BRSP,Brewer's Sparrow,4.12,0,1,1,Singing,NA,52.739,-118.236,2249,Alpine,6.6,overcast,0.8,Poor,Steve Ogle,SO,30,NA,0-3.33-6.66-10min,999,10
Majestic,Majestic10,2019,7,8,7/8/2019,189,8:59:00 AM,FOSP,Fox Sparrow,8.29,0,0,1,Singing,NA,52.739,-118.236,2249,Alpine,6.6,overcast,0.8,Poor,Steve Ogle,SO,30,NA,0-3.33-6.66-10min,999,10
Majestic,Majestic10,2019,7,8,7/8/2019,189,8:59:00 AM,DEJU,Dark-eyed Junco,8.23,0,0,1,Singing,NA,52.739,-118.236,2249,Alpine,6.6,overcast,0.8,Poor,Steve Ogle,SO,30,NA,0-3.33-6.66-10min,999,10
Majestic,Majestic10,2020,7,5,7/5/2020,187,8:31:00 AM,BRSP,Brewer's Sparrow,9.42,0,0,1,Singing,NA,52.739,-118.236,2249,Alpine,7,overcast,NA,Poor,Steve Ogle,SO,30,NA,0-3.33-6.66-10min,999,10
Majestic,Majestic10,2020,7,5,7/5/2020,187,8:31:00 AM,CORA,Common Raven,8.09,0,0,1,Calling,NA,52.739,-118.236,2249,Alpine,7,overcast,NA,Poor,Steve Ogle,SO,30,NA,0-3.33-6.66-10min,999,10
Majestic,Majestic10,2020,7,5,7/5/2020,187,8:31:00 AM,AMPI,American Pipit,3.26,0,2,1,Singing,NA,52.739,-118.236,2249,Alpine,7,overcast,NA,Poor,Steve Ogle,SO,30,NA,0-3.33-6.66-10min,999,10
Majestic,Majestic10,2020,7,5,7/5/2020,187,8:31:00 AM,AMRO,American Robin,3.14,1,0,0,Singing,NA,52.739,-118.236,2249,Alpine,7,overcast,NA,Poor,Steve Ogle,SO,30,NA,0-3.33-6.66-10min,999,10
Majestic,Majestic10,2020,7,5,7/5/2020,187,8:31:00 AM,GCSP,Golden-crowned Sparrow,1.44,1,1,2,Singing,NA,52.739,-118.236,2249,Alpine,7,overcast,NA,Poor,Steve Ogle,SO,30,NA,0-3.33-6.66-10min,999,10
Majestic,Majestic10,2020,7,5,7/5/2020,187,8:31:00 AM,SAVS,Savannah Sparrow,0.06,1,1,2,Singing,NA,52.739,-118.236,2249,Alpine,7,overcast,NA,Poor,Steve Ogle,SO,30,NA,0-3.33-6.66-10min,999,10
Majestic,Majestic10,2020,7,5,7/5/2020,187,8:31:00 AM,WCSP,White-crowned Sparrow,4.59,0,1,1,Singing,NA,52.739,-118.236,2249,Alpine,7,overcast,NA,Poor,Steve Ogle,SO,30,NA,0-3.33-6.66-10min,999,10
Majestic,Majestic10,2021,7,7,7/7/2021,188,8:57:00 AM,WCSP,White-crowned Sparrow,1.01,2,0,0,Singing,NA,52.739,-118.236,2249,Alpine,16.7,clear,0,NA,Steve Ogle,SO,30,NA,600s 1SPT,3,10
Majestic,Majestic10,2021,7,7,7/7/2021,188,8:57:00 AM,PISI,Pine Siskin,2.48,2,0,0,Calling,NA,52.739,-118.236,2249,Alpine,16.7,clear,0,NA,Steve Ogle,SO,30,NA,600s 1SPT,3,10
Majestic,Majestic10,2021,7,7,7/7/2021,188,8:57:00 AM,CHSP,Chipping Sparrow,0.4,1,0,0,Singing,NA,52.739,-118.236,2249,Alpine,16.7,clear,0,NA,Steve Ogle,SO,30,NA,600s 1SPT,3,10
Majestic,Majestic10,2021,7,7,7/7/2021,188,8:57:00 AM,FOSP,Fox Sparrow,0.46,1,0,0,Singing,NA,52.739,-118.236,2249,Alpine,16.7,clear,0,NA,Steve Ogle,SO,30,NA,600s 1SPT,3,10
Majestic,Majestic10,2021,7,7,7/7/2021,188,8:57:00 AM,GCSP,Golden-crowned Sparrow,0,2,0,1,Calling and Singing,NA,52.739,-118.236,2249,Alpine,16.7,clear,0,NA,Steve Ogle,SO,30,NA,600s 1SPT,3,10
Majestic,Majestic10,2021,7,7,7/7/2021,188,8:57:00 AM,HOLA,Horned Lark,1.11,1,0,0,Singing,Faint,52.739,-118.236,2249,Alpine,16.7,clear,0,NA,Steve Ogle,SO,30,NA,600s 1SPT,3,10
Majestic,Majestic2,2010,7,8,7/8/2010,189,6:39:00 AM,GCSP,Golden-crowned Sparrow,0.09,1,1,2,Singing,NA,52.747,-118.264,2250,Alpine,8.5,clear,2.2,Good,Cam Gillies,CG,28,NA,0-3.33-6.66-10min,999,10
Majestic,Majestic2,2010,7,8,7/8/2010,189,6:39:00 AM,PISI,Pine Siskin,0.11,1,1,0,Calling,NA,52.747,-118.264,2250,Alpine,8.5,clear,2.2,Good,Cam Gillies,CG,28,NA,0-3.33-6.66-10min,999,10
Majestic,Majestic2,2010,7,8,7/8/2010,189,6:39:00 AM,SAVS,Savannah Sparrow,1.14,1,1,1,Singing,NA,52.747,-118.264,2250,Alpine,8.5,clear,2.2,Good,Cam Gillies,CG,28,NA,0-3.33-6.66-10min,999,10
Majestic,Majestic2,2010,7,8,7/8/2010,189,6:39:00 AM,AMRO,American Robin,8.51,0,0,1,Calling,NA,52.747,-118.264,2250,Alpine,8.5,clear,2.2,Good,Cam Gillies,CG,28,NA,0-3.33-6.66-10min,999,10
Majestic,Majestic2,2011,7,6,7/6/2011,187,5:41:00 AM,GCSP,Golden-crowned Sparrow,0.04,2,2,2,Singing,NA,52.747,-118.264,2250,Alpine,8.9,overcast,8.3,Good,Cam Gillies,CG,28,NA,0-3.33-6.66-10min,999,10
Majestic,Majestic2,2011,7,6,7/6/2011,187,5:41:00 AM,CAJA,Canada Jay,9.16,0,0,1,Calling,NA,52.747,-118.264,2250,Alpine,8.9,overcast,8.3,Good,Cam Gillies,CG,28,NA,0-3.33-6.66-10min,999,10
Majestic,Majestic2,2011,7,6,7/6/2011,187,5:41:00 AM,WCSP,White-crowned Sparrow,0.04,1,2,2,Singing,NA,52.747,-118.264,2250,Alpine,8.9,overcast,8.3,Good,Cam Gillies,CG,28,NA,0-3.33-6.66-10min,999,10
Majestic,Majestic2,2011,7,6,7/6/2011,187,5:41:00 AM,FOSP,Fox Sparrow,4.21,0,1,1,Singing,NA,52.747,-118.264,2250,Alpine,8.9,overcast,8.3,Good,Cam Gillies,CG,28,NA,0-3.33-6.66-10min,999,10
Majestic,Majestic2,2011,7,6,7/6/2011,187,5:41:00 AM,BRSP,Brewer's Sparrow,0.1,1,1,1,Singing,NA,52.747,-118.264,2250,Alpine,8.9,overcast,8.3,Good,Cam Gillies,CG,28,NA,0-3.33-6.66-10min,999,10
Majestic,Majestic2,2011,7,6,7/6/2011,187,5:41:00 AM,AMRO,American Robin,1.42,1,0,0,Calling,NA,52.747,-118.264,2250,Alpine,8.9,overcast,8.3,Good,Cam Gillies,CG,28,NA,0-3.33-6.66-10min,999,10
Majestic,Majestic2,2011,7,6,7/6/2011,187,5:41:00 AM,PISI,Pine Siskin,3.28,0,1,1,Calling,NA,52.747,-118.264,2250,Alpine,8.9,overcast,8.3,Good,Cam Gillies,CG,28,NA,0-3.33-6.66-10min,999,10
Majestic,Majestic2,2012,7,11,7/11/2012,193,5:24:00 AM,PISI,Pine Siskin,4.26,0,1,0,Calling,NA,52.747,-118.264,2250,Alpine,11.4,scattered,2.4,Good,Cam Gillies,CG,28,NA,0-3.33-6.66-10min,999,10
Majestic,Majestic2,2012,7,11,7/11/2012,193,5:24:00 AM,SAVS,Savannah Sparrow,3.09,1,1,1,Singing,NA,52.747,-118.264,2250,Alpine,11.4,scattered,2.4,Good,Cam Gillies,CG,28,NA,0-3.33-6.66-10min,999,10
Majestic,Majestic2,2012,7,11,7/11/2012,193,5:24:00 AM,HETH,Hermit Thrush,0.02,1,0,0,Singing,NA,52.747,-118.264,2250,Alpine,11.4,scattered,2.4,Good,Cam Gillies,CG,28,NA,0-3.33-6.66-10min,999,10
Majestic,Majestic2,2012,7,11,7/11/2012,193,5:24:00 AM,GCSP,Golden-crowned Sparrow,0.03,2,1,2,Singing,NA,52.747,-118.264,2250,Alpine,11.4,scattered,2.4,Good,Cam Gillies,CG,28,NA,0-3.33-6.66-10min,999,10
Majestic,Majestic2,2012,7,11,7/11/2012,193,5:24:00 AM,FOSP,Fox Sparrow,0.07,1,0,0,Singing,NA,52.747,-118.264,2250,Alpine,11.4,scattered,2.4,Good,Cam Gillies,CG,28,NA,0-3.33-6.66-10min,999,10
Majestic,Majestic2,2012,7,11,7/11/2012,193,5:24:00 AM,AMPI,American Pipit,0.28,1,1,1,Singing,NA,52.747,-118.264,2250,Alpine,11.4,scattered,2.4,Good,Cam Gillies,CG,28,NA,0-3.33-6.66-10min,999,10
Majestic,Majestic2,2012,7,11,7/11/2012,193,5:24:00 AM,WCSP,White-crowned Sparrow,2.29,1,1,1,Singing,NA,52.747,-118.264,2250,Alpine,11.4,scattered,2.4,Good,Cam Gillies,CG,28,NA,0-3.33-6.66-10min,999,10
Majestic,Majestic2,2013,7,3,7/3/2013,184,5:54:00 AM,FOSP,Fox Sparrow,4.01,0,1,0,Singing,NA,52.747,-118.264,2250,Alpine,8.5,overcast,6.4,Moderate,Cam Gillies,CG,28,NA,0-3.33-6.66-10min,999,10
Majestic,Majestic2,2013,7,3,7/3/2013,184,5:54:00 AM,GCSP,Golden-crowned Sparrow,0.09,1,2,1,Singing,NA,52.747,-118.264,2250,Alpine,8.5,overcast,6.4,Moderate,Cam Gillies,CG,28,NA,0-3.33-6.66-10min,999,10
Majestic,Majestic2,2013,7,3,7/3/2013,184,5:54:00 AM,RCKI,Ruby-crowned Kinglet,0.15,1,1,1,Calling,NA,52.747,-118.264,2250,Alpine,8.5,overcast,6.4,Moderate,Cam Gillies,CG,28,NA,0-3.33-6.66-10min,999,10
Majestic,Majestic2,2013,7,3,7/3/2013,184,5:54:00 AM,WCSP,White-crowned Sparrow,0.05,1,1,2,Singing,NA,52.747,-118.264,2250,Alpine,8.5,overcast,6.4,Moderate,Cam Gillies,CG,28,NA,0-3.33-6.66-10min,999,10
Majestic,Majestic2,2014,7,2,7/2/2014,183,5:31:00 AM,FOSP,Fox Sparrow,0.03,1,1,0,Singing,NA,52.747,-118.264,2250,Alpine,10.6,scattered,7,Good,Cam Gillies,CG,28,NA,0-3.33-6.66-10min,999,10
Majestic,Majestic2,2014,7,2,7/2/2014,183,5:31:00 AM,WCSP,White-crowned Sparrow,0.07,1,1,0,Singing,NA,52.747,-118.264,2250,Alpine,10.6,scattered,7,Good,Cam Gillies,CG,28,NA,0-3.33-6.66-10min,999,10
Majestic,Majestic2,2014,7,2,7/2/2014,183,5:31:00 AM,RCKI,Ruby-crowned Kinglet,8.18,0,0,1,Singing,NA,52.747,-118.264,2250,Alpine,10.6,scattered,7,Good,Cam Gillies,CG,28,NA,0-3.33-6.66-10min,999,10
Majestic,Majestic2,2014,7,2,7/2/2014,183,5:31:00 AM,PISI,Pine Siskin,6.29,0,1,0,Calling,NA,52.747,-118.264,2250,Alpine,10.6,scattered,7,Good,Cam Gillies,CG,28,NA,0-3.33-6.66-10min,999,10
Majestic,Majestic2,2014,7,2,7/2/2014,183,5:31:00 AM,HETH,Hermit Thrush,0.01,1,1,1,Singing,NA,52.747,-118.264,2250,Alpine,10.6,scattered,7,Good,Cam Gillies,CG,28,NA,0-3.33-6.66-10min,999,10
Majestic,Majestic2,2014,7,2,7/2/2014,183,5:31:00 AM,CHSP,Chipping Sparrow,0.17,1,1,1,Singing,NA,52.747,-118.264,2250,Alpine,10.6,scattered,7,Good,Cam Gillies,CG,28,NA,0-3.33-6.66-10min,999,10
Majestic,Majestic2,2014,7,2,7/2/2014,183,5:31:00 AM,BRSP,Brewer's Sparrow,0.32,1,1,1,Singing,NA,52.747,-118.264,2250,Alpine,10.6,scattered,7,Good,Cam Gillies,CG,28,NA,0-3.33-6.66-10min,999,10
Majestic,Majestic2,2014,7,2,7/2/2014,183,5:31:00 AM,AMPI,American Pipit,0,1,0,1,Singing,NA,52.747,-118.264,2250,Alpine,10.6,scattered,7,Good,Cam Gillies,CG,28,NA,0-3.33-6.66-10min,999,10
Majestic,Majestic2,2014,7,2,7/2/2014,183,5:31:00 AM,GCSP,Golden-crowned Sparrow,0.51,1,1,1,Singing,NA,52.747,-118.264,2250,Alpine,10.6,scattered,7,Good,Cam Gillies,CG,28,NA,0-3.33-6.66-10min,999,10
Majestic,Majestic2,2015,7,3,7/3/2015,184,5:38:00 AM,WCSP,White-crowned Sparrow,0.01,3,2,2,Singing,probably another one calling throughout,52.747,-118.264,2250,Alpine,10.9,clear,0,Moderate,Steve Ogle,SO,30,NA,0-3.33-6.66-10min,999,10
Majestic,Majestic2,2015,7,3,7/3/2015,184,5:38:00 AM,CHSP,Chipping Sparrow,0.1,1,1,0,Singing,NA,52.747,-118.264,2250,Alpine,10.9,clear,0,Moderate,Steve Ogle,SO,30,NA,0-3.33-6.66-10min,999,10
Majestic,Majestic2,2015,7,3,7/3/2015,184,5:38:00 AM,FOSP,Fox Sparrow,1.07,1,1,1,Singing,NA,52.747,-118.264,2250,Alpine,10.9,clear,0,Moderate,Steve Ogle,SO,30,NA,0-3.33-6.66-10min,999,10
Majestic,Majestic2,2015,7,3,7/3/2015,184,5:38:00 AM,GCSP,Golden-crowned Sparrow,1.3,2,3,3,Singing,NA,52.747,-118.264,2250,Alpine,10.9,clear,0,Moderate,Steve Ogle,SO,30,NA,0-3.33-6.66-10min,999,10
Majestic,Majestic2,2015,7,3,7/3/2015,184,5:38:00 AM,HETH,Hermit Thrush,0.07,1,1,1,Singing,NA,52.747,-118.264,2250,Alpine,10.9,clear,0,Moderate,Steve Ogle,SO,30,NA,0-3.33-6.66-10min,999,10
Majestic,Majestic2,2015,7,3,7/3/2015,184,5:38:00 AM,SAVS,Savannah Sparrow,0.03,2,1,1,Singing,NA,52.747,-118.264,2250,Alpine,10.9,clear,0,Moderate,Steve Ogle,SO,30,NA,0-3.33-6.66-10min,999,10
Majestic,Majestic2,2016,7,7,7/7/2016,189,5:40:00 AM,WCSP,White-crowned Sparrow,0,4,4,4,Singing,NA,52.747,-118.264,2250,Alpine,6,broken,2.6,Moderate,Steve Ogle,SO,30,NA,0-3.33-6.66-10min,999,10
Majestic,Majestic2,2016,7,7,7/7/2016,189,5:40:00 AM,SAVS,Savannah Sparrow,5.57,0,1,0,Singing,NA,52.747,-118.264,2250,Alpine,6,broken,2.6,Moderate,Steve Ogle,SO,30,NA,0-3.33-6.66-10min,999,10
Majestic,Majestic2,2016,7,7,7/7/2016,189,5:40:00 AM,GCSP,Golden-crowned Sparrow,0.05,3,3,3,Singing,NA,52.747,-118.264,2250,Alpine,6,broken,2.6,Moderate,Steve Ogle,SO,30,NA,0-3.33-6.66-10min,999,10
Majestic,Majestic2,2016,7,7,7/7/2016,189,5:40:00 AM,FOSP,Fox Sparrow,2.55,1,1,0,Singing,NA,52.747,-118.264,2250,Alpine,6,broken,2.6,Moderate,Steve Ogle,SO,30,NA,0-3.33-6.66-10min,999,10
Majestic,Majestic2,2016,7,7,7/7/2016,189,5:40:00 AM,AMRO,American Robin,2.4,1,0,1,Singing,NA,52.747,-118.264,2250,Alpine,6,broken,2.6,Moderate,Steve Ogle,SO,30,NA,0-3.33-6.66-10min,999,10
Majestic,Majestic2,2016,7,7,7/7/2016,189,5:40:00 AM,CHSP,Chipping Sparrow,0,2,1,1,Singing,NA,52.747,-118.264,2250,Alpine,6,broken,2.6,Moderate,Steve Ogle,SO,30,NA,0-3.33-6.66-10min,999,10
Majestic,Majestic2,2017,7,5,7/5/2017,186,5:39:00 AM,PISI,Pine Siskin,2.56,1,1,2,Calling,NA,52.747,-118.264,2250,Alpine,7.3,clear,7.7,Poor,Steve Ogle,SO,30,NA,0-3.33-6.66-10min,999,10
Majestic,Majestic2,2017,7,5,7/5/2017,186,5:39:00 AM,AMPI,American Pipit,0.5,1,1,1,Singing,NA,52.747,-118.264,2250,Alpine,7.3,clear,7.7,Poor,Steve Ogle,SO,30,NA,0-3.33-6.66-10min,999,10
Majestic,Majestic2,2017,7,5,7/5/2017,186,5:39:00 AM,STJA,Steller's Jay,1.51,1,0,0,Calling,NA,52.747,-118.264,2250,Alpine,7.3,clear,7.7,Poor,Steve Ogle,SO,30,NA,0-3.33-6.66-10min,999,10
Majestic,Majestic2,2017,7,5,7/5/2017,186,5:39:00 AM,WCSP,White-crowned Sparrow,0,3,2,2,Singing,NA,52.747,-118.264,2250,Alpine,7.3,clear,7.7,Poor,Steve Ogle,SO,30,NA,0-3.33-6.66-10min,999,10
Majestic,Majestic2,2017,7,5,7/5/2017,186,5:39:00 AM,SAVS,Savannah Sparrow,0.03,2,2,2,Singing,NA,52.747,-118.264,2250,Alpine,7.3,clear,7.7,Poor,Steve Ogle,SO,30,NA,0-3.33-6.66-10min,999,10
Majestic,Majestic2,2017,7,5,7/5/2017,186,5:39:00 AM,GCSP,Golden-crowned Sparrow,0.02,2,2,2,Singing,NA,52.747,-118.264,2250,Alpine,7.3,clear,7.7,Poor,Steve Ogle,SO,30,NA,0-3.33-6.66-10min,999,10
Majestic,Majestic2,2017,7,5,7/5/2017,186,5:39:00 AM,FOSP,Fox Sparrow,0.2,1,1,1,Singing,NA,52.747,-118.264,2250,Alpine,7.3,clear,7.7,Poor,Steve Ogle,SO,30,NA,0-3.33-6.66-10min,999,10
Majestic,Majestic2,2017,7,5,7/5/2017,186,5:39:00 AM,AMRO,American Robin,2,1,1,0,Singing,NA,52.747,-118.264,2250,Alpine,7.3,clear,7.7,Poor,Steve Ogle,SO,30,NA,0-3.33-6.66-10min,999,10
Majestic,Majestic2,2017,7,5,7/5/2017,186,5:39:00 AM,CORA,Common Raven,6.27,0,1,0,Calling,NA,52.747,-118.264,2250,Alpine,7.3,clear,7.7,Poor,Steve Ogle,SO,30,NA,0-3.33-6.66-10min,999,10
Majestic,Majestic2,2018,7,6,7/6/2018,187,5:40:00 AM,WCSP,White-crowned Sparrow,0.09,1,1,1,Singing,NA,52.747,-118.264,2250,Alpine,8.1,overcast,1.1,Moderate,Steve Ogle,SO,30,NA,0-3.33-6.66-10min,999,10
Majestic,Majestic2,2018,7,6,7/6/2018,187,5:40:00 AM,AMPI,American Pipit,2.32,1,0,0,Singing,NA,52.747,-118.264,2250,Alpine,8.1,overcast,1.1,Moderate,Steve Ogle,SO,30,NA,0-3.33-6.66-10min,999,10
Majestic,Majestic2,2018,7,6,7/6/2018,187,5:40:00 AM,AMRO,American Robin,1.1,1,0,1,Singing,NA,52.747,-118.264,2250,Alpine,8.1,overcast,1.1,Moderate,Steve Ogle,SO,30,NA,0-3.33-6.66-10min,999,10
Majestic,Majestic2,2018,7,6,7/6/2018,187,5:40:00 AM,BRSP,Brewer's Sparrow,4.3,0,1,0,Singing,NA,52.747,-118.264,2250,Alpine,8.1,overcast,1.1,Moderate,Steve Ogle,SO,30,NA,0-3.33-6.66-10min,999,10
Majestic,Majestic2,2018,7,6,7/6/2018,187,5:40:00 AM,CHSP,Chipping Sparrow,0.01,1,1,1,Singing,NA,52.747,-118.264,2250,Alpine,8.1,overcast,1.1,Moderate,Steve Ogle,SO,30,NA,0-3.33-6.66-10min,999,10
Majestic,Majestic2,2018,7,6,7/6/2018,187,5:40:00 AM,FOSP,Fox Sparrow,2.25,1,1,1,Singing,NA,52.747,-118.264,2250,Alpine,8.1,overcast,1.1,Moderate,Steve Ogle,SO,30,NA,0-3.33-6.66-10min,999,10
Majestic,Majestic2,2018,7,6,7/6/2018,187,5:40:00 AM,GCSP,Golden-crowned Sparrow,0.01,4,4,4,Singing,NA,52.747,-118.264,2250,Alpine,8.1,overcast,1.1,Moderate,Steve Ogle,SO,30,NA,0-3.33-6.66-10min,999,10
Majestic,Majestic2,2018,7,6,7/6/2018,187,5:40:00 AM,HETH,Hermit Thrush,0,2,1,1,Singing,NA,52.747,-118.264,2250,Alpine,8.1,overcast,1.1,Moderate,Steve Ogle,SO,30,NA,0-3.33-6.66-10min,999,10
Majestic,Majestic2,2018,7,6,7/6/2018,187,5:40:00 AM,PISI,Pine Siskin,0.22,1,0,0,Calling,NA,52.747,-118.264,2250,Alpine,8.1,overcast,1.1,Moderate,Steve Ogle,SO,30,NA,0-3.33-6.66-10min,999,10
Majestic,Majestic2,2018,7,6,7/6/2018,187,5:40:00 AM,SAVS,Savannah Sparrow,0.13,1,1,0,Singing,NA,52.747,-118.264,2250,Alpine,8.1,overcast,1.1,Moderate,Steve Ogle,SO,30,NA,0-3.33-6.66-10min,999,10
Majestic,Majestic2,2019,7,8,7/8/2019,189,5:35:00 AM,SAVS,Savannah Sparrow,0.5,2,2,2,Singing,NA,52.747,-118.264,2250,Alpine,5,overcast,0,Moderate,Steve Ogle,SO,30,NA,0-3.33-6.66-10min,999,10
Majestic,Majestic2,2019,7,8,7/8/2019,189,5:35:00 AM,WCSP,White-crowned Sparrow,0.03,1,1,1,Singing,NA,52.747,-118.264,2250,Alpine,5,overcast,0,Moderate,Steve Ogle,SO,30,NA,0-3.33-6.66-10min,999,10
Majestic,Majestic2,2019,7,8,7/8/2019,189,5:35:00 AM,HETH,Hermit Thrush,0,3,3,3,Singing,NA,52.747,-118.264,2250,Alpine,5,overcast,0,Moderate,Steve Ogle,SO,30,NA,0-3.33-6.66-10min,999,10
Majestic,Majestic2,2019,7,8,7/8/2019,189,5:35:00 AM,FOSP,Fox Sparrow,0.14,1,2,2,Singing,NA,52.747,-118.264,2250,Alpine,5,overcast,0,Moderate,Steve Ogle,SO,30,NA,0-3.33-6.66-10min,999,10
Majestic,Majestic2,2019,7,8,7/8/2019,189,5:35:00 AM,GCSP,Golden-crowned Sparrow,0.04,3,3,3,Singing,NA,52.747,-118.264,2250,Alpine,5,overcast,0,Moderate,Steve Ogle,SO,30,NA,0-3.33-6.66-10min,999,10
Majestic,Majestic2,2020,7,5,7/5/2020,187,5:30:00 AM,AMRO,American Robin,0.29,1,1,1,Singing,NA,52.747,-118.264,2250,Alpine,5,overcast,NA,Moderate,Steve Ogle,SO,30,NA,0-3.33-6.66-10min,999,10
Majestic,Majestic2,2020,7,5,7/5/2020,187,5:30:00 AM,FOSP,Fox Sparrow,0.02,2,2,3,Singing,NA,52.747,-118.264,2250,Alpine,5,overcast,NA,Moderate,Steve Ogle,SO,30,NA,0-3.33-6.66-10min,999,10
Majestic,Majestic2,2020,7,5,7/5/2020,187,5:30:00 AM,HETH,Hermit Thrush,3.22,0,1,1,Singing,NA,52.747,-118.264,2250,Alpine,5,overcast,NA,Moderate,Steve Ogle,SO,30,NA,0-3.33-6.66-10min,999,10
Majestic,Majestic2,2020,7,5,7/5/2020,187,5:30:00 AM,AMPI,American Pipit,2.24,1,1,1,Singing,NA,52.747,-118.264,2250,Alpine,5,overcast,NA,Moderate,Steve Ogle,SO,30,NA,0-3.33-6.66-10min,999,10
Majestic,Majestic2,2020,7,5,7/5/2020,187,5:30:00 AM,WCSP,White-crowned Sparrow,0,2,2,2,Singing,NA,52.747,-118.264,2250,Alpine,5,overcast,NA,Moderate,Steve Ogle,SO,30,NA,0-3.33-6.66-10min,999,10
Majestic,Majestic2,2020,7,5,7/5/2020,187,5:30:00 AM,GCSP,Golden-crowned Sparrow,0,3,3,2,Singing,NA,52.747,-118.264,2250,Alpine,5,overcast,NA,Moderate,Steve Ogle,SO,30,NA,0-3.33-6.66-10min,999,10
Majestic,Majestic2,2020,7,5,7/5/2020,187,5:30:00 AM,SAVS,Savannah Sparrow,1.03,1,1,1,Singing,NA,52.747,-118.264,2250,Alpine,5,overcast,NA,Moderate,Steve Ogle,SO,30,NA,0-3.33-6.66-10min,999,10
Majestic,Majestic2,2021,7,7,7/7/2021,188,5:31:00 AM,HETH,Hermit Thrush,0,1,0,0,Singing,NA,52.747,-118.264,2250,Alpine,7.2,clear,1,NA,Steve Ogle,SO,30,NA,600s 1SPT,3,10
Majestic,Majestic2,2021,7,7,7/7/2021,188,5:31:00 AM,WCSP,White-crowned Sparrow,0.11,1,0,0,Singing,NA,52.747,-118.264,2250,Alpine,7.2,clear,1,NA,Steve Ogle,SO,30,NA,600s 1SPT,3,10
Majestic,Majestic2,2021,7,7,7/7/2021,188,5:31:00 AM,PISI,Pine Siskin,2.14,1,0,1,Calling,NA,52.747,-118.264,2250,Alpine,7.2,clear,1,NA,Steve Ogle,SO,30,NA,600s 1SPT,3,10
Majestic,Majestic2,2021,7,7,7/7/2021,188,5:31:00 AM,GCSP,Golden-crowned Sparrow,0.03,3,0,0,Calling and Singing,NA,52.747,-118.264,2250,Alpine,7.2,clear,1,NA,Steve Ogle,SO,30,NA,600s 1SPT,3,10
Majestic,Majestic2,2021,7,7,7/7/2021,188,5:31:00 AM,FOSP,Fox Sparrow,0.4,1,0,0,Singing,NA,52.747,-118.264,2250,Alpine,7.2,clear,1,NA,Steve Ogle,SO,30,NA,600s 1SPT,3,10
Majestic,Majestic2,2021,7,7,7/7/2021,188,5:31:00 AM,CHSP,Chipping Sparrow,0.06,2,0,0,Singing,NA,52.747,-118.264,2250,Alpine,7.2,clear,1,NA,Steve Ogle,SO,30,NA,600s 1SPT,3,10
Majestic,Majestic2,2021,7,7,7/7/2021,188,5:31:00 AM,AMRO,American Robin,4.43,0,1,0,Calling,NA,52.747,-118.264,2250,Alpine,7.2,clear,1,NA,Steve Ogle,SO,30,NA,600s 1SPT,3,10
Majestic,Majestic2,2021,7,7,7/7/2021,188,5:31:00 AM,SAVS,Savannah Sparrow,6.19,0,1,0,Singing,NA,52.747,-118.264,2250,Alpine,7.2,clear,1,NA,Steve Ogle,SO,30,NA,600s 1SPT,3,10
Majestic,Majestic3,2010,7,8,7/8/2010,189,7:03:00 AM,GCSP,Golden-crowned Sparrow,2.28,1,1,1,Singing,NA,52.744,-118.262,2258,Alpine,7,clear,4.2,Good,Cam Gillies,CG,28,NA,0-3.33-6.66-10min,999,10
Majestic,Majestic3,2010,7,8,7/8/2010,189,7:03:00 AM,FOSP,Fox Sparrow,4.58,0,1,1,Calling,NA,52.744,-118.262,2258,Alpine,7,clear,4.2,Good,Cam Gillies,CG,28,NA,0-3.33-6.66-10min,999,10
Majestic,Majestic3,2011,7,6,7/6/2011,187,6:05:00 AM,AMPI,American Pipit,7.21,0,0,1,Singing,NA,52.744,-118.262,2258,Alpine,7.5,scattered,2.6,Good,Cam Gillies,CG,28,NA,0-3.33-6.66-10min,999,10
